pickup_datetime,dropoff_datetime,trip_distance,tip_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,Distance
2021-07-23 06:27:50,2021-07-23 07:04:52,11.14,0.0,-73.78653298334973,40.64698489239515,-73.93928705867957,40.674469418266476,13.242342723541807
2021-07-01 12:36:28,2021-07-01 12:49:10,1.64,0.0,-73.99815149899047,40.71245931177948,-73.98302455833488,40.7147325069394,1.2997662226274658
2021-07-15 14:29:00,2021-07-15 14:38:30,1.38,3.39,-73.99045782354732,40.74033744175701,-73.97756868222716,40.764421405786784,2.889727590819605
2021-07-07 11:30:19,2021-07-07 11:46:43,2.6,3.15,-73.99697141558364,40.74227862901228,-73.96514579918421,40.75672894163307,3.1255684844444684
2021-07-18 09:01:27,2021-07-18 09:25:52,12.35,9.07,-73.97756868222716,40.764421405786784,-73.87362864289112,40.77437570593249,8.822788271928575
2021-07-29 07:22:51,2021-07-29 07:29:21,1.6,0.0,-73.99045782354732,40.74033744175701,-74.00787970866403,40.717772736265175,2.9069943972317795
2021-07-08 06:48:14,2021-07-08 06:54:29,1.0,0.0,-74.00153756565634,40.72388811004171,-74.00898410478531,40.735035400696646,1.3892928574383765
2021-07-21 10:36:30,2021-07-21 10:59:54,6.68,6.26,-73.97304890061595,40.79170493442709,-74.01607915192926,40.71203815707448,9.571408696961713
2021-07-04 11:55:04,2021-07-04 12:06:55,1.42,2.56,-73.98593745682462,40.727620195909545,-74.00287495910834,40.73457600733175,1.6232863918822784
2021-07-21 17:11:26,2021-07-21 17:22:32,1.22,3.84,-73.9596347414917,40.76694821638323,-73.97756868222716,40.764421405786784,1.5362636333215185
2021-07-20 16:22:24,2021-07-20 16:37:44,2.64,3.02,-73.94651035601464,40.77593240314994,-73.97044256869235,40.74991407790216,3.5260011856628592
2021-07-16 14:06:37,2021-07-16 14:21:03,1.81,0.0,-73.95129200243511,40.80433394979461,-73.94575026755157,40.79001075149546,1.6595785492040038
2021-07-20 09:07:38,2021-07-20 09:18:33,0.98,2.26,-73.97849159965224,40.7477457936439,-73.98515639467682,40.74857462935672,0.5689545177941674
2021-07-06 12:05:51,2021-07-06 12:12:44,1.2,1.96,-73.97849159965224,40.7477457936439,-73.99045782354732,40.74033744175701,1.3018647411705002
2021-07-19 01:44:47,2021-07-19 02:15:13,15.64,0.0,-73.78653298334973,40.64698489239515,-73.93188826440709,40.688168186954954,13.08687393710937
2021-07-28 15:10:15,2021-07-28 15:21:15,0.9,2.25,-73.97769793122406,40.75802804352625,-73.96514579918421,40.75672894163307,1.067064306661421
2021-07-17 10:40:54,2021-07-17 10:43:22,0.4,1.0,-74.0074858180095,40.7262904102812,-73.99738026020042,40.72834039137229,0.8815371926777921
2021-07-30 13:59:25,2021-07-30 14:11:17,0.95,10.0,-74.00749598562427,40.70680845166585,-74.00787970866403,40.717772736265175,1.2196017316360857
2021-07-03 08:18:04,2021-07-03 08:18:04,0.0,0.0,-73.78653298334973,40.64698489239515,,,
2021-07-01 07:13:01,2021-07-01 07:23:34,1.59,1.23,-73.97769793122406,40.75802804352625,-73.99045782354732,40.74033744175701,2.241618830520589
2021-07-10 01:32:28,2021-07-10 01:46:26,3.82,3.46,-73.9596347414917,40.76694821638323,-73.99430477051166,40.732579073027026,4.809849065706392
2021-07-24 20:06:18,2021-07-24 20:17:58,0.28,0.0,-73.99243753697608,40.748497181405,-73.98515639467682,40.74857462935672,0.6134183297996356
2021-07-28 23:48:31,2021-07-29 00:10:19,5.68,4.76,-73.99089626184735,40.71893835938027,-73.97863194845081,40.783961430313774,7.303669200770323
2021-07-12 08:36:42,2021-07-12 08:44:10,1.5,2.16,-73.99697141558364,40.74227862901228,-73.98984464313301,40.762252755319366,2.300721817287712
2021-07-27 15:35:23,2021-07-27 15:38:46,0.6,2.0,-73.9723559435203,40.75668765218883,-73.9723559435203,40.75668765218883,0.0
2021-07-14 21:59:12,2021-07-14 22:06:05,1.5,0.0,-73.99513522075517,40.76623772504186,-73.96514579918421,40.75672894163307,2.738170753307043
2021-07-20 07:59:32,2021-07-20 08:08:10,2.05,2.36,-73.97863194845081,40.783961430313774,-73.97769793122406,40.75802804352625,2.884733523888392
2021-07-24 14:34:19,2021-07-24 14:51:54,4.4,2.0,-73.99089626184735,40.71893835938027,-73.98984464313301,40.762252755319366,4.8171559055842295
2021-07-08 10:00:07,2021-07-08 10:16:19,2.2,1.0,-73.96563453538072,40.76861518381155,-73.97863194845081,40.783961430313774,2.0272329909921187
2021-07-10 16:31:13,2021-07-10 16:50:38,1.9,2.45,-74.0040151252865,40.75330906598335,-73.97649472376759,40.740438978596416,2.7244791327650777
2021-07-19 18:00:00,2021-07-19 18:44:00,8.18,0.0,-73.96514579918421,40.75672894163307,-73.93283148761297,40.85710828331443,11.488252456629219
2021-07-27 09:29:40,2021-07-27 09:40:40,1.47,0.0,-73.95701169835739,40.78043643718997,-73.96563453538072,40.76861518381155,1.501676144014956
2021-07-22 19:30:34,2021-07-22 19:41:41,0.66,2.46,-73.99243753697608,40.748497181405,-73.99991742024712,40.74842755506572,0.6301479226893143
2021-07-11 05:36:44,2021-07-11 05:39:33,0.74,1.0,-73.9596347414917,40.76694821638323,-73.951009874818,40.77876585543437,1.501415855552225
2021-07-08 10:25:54,2021-07-08 10:48:37,3.59,3.96,-73.96547951516968,40.80197049389964,-73.95473878380504,40.765484087889845,4.156665352797077
2021-07-29 20:07:28,2021-07-29 20:12:47,1.05,1.86,-73.9723559435203,40.75668765218883,-73.98515639467682,40.74857462935672,1.4058525120582404
2021-07-17 12:41:26,2021-07-17 12:52:15,2.0,2.2,-73.98764554944388,40.775965228760995,-73.99243753697608,40.748497181405,3.0808569316181393
2021-07-25 11:48:28,2021-07-25 11:56:45,1.6,0.0,-73.99045782354732,40.74033744175701,-73.9841964890757,40.75981761719185,2.2293867900543183
2021-07-31 19:11:58,2021-07-31 19:25:27,4.7,3.86,-73.951009874818,40.77876585543437,-73.97696825691766,40.7237521415848,6.496308472353125
2021-07-21 21:27:18,2021-07-21 21:33:29,1.34,1.96,-73.99045782354732,40.74033744175701,-74.00287495910834,40.73457600733175,1.2267534739971142
2021-07-12 13:14:55,2021-07-12 13:22:42,1.48,2.16,-73.95473878380504,40.765484087889845,-73.9723559435203,40.75668765218883,1.777162902747541
2021-07-02 12:53:25,2021-07-02 12:58:48,0.79,1.76,-73.98515639467682,40.74857462935672,-73.99045782354732,40.74033744175701,1.0190190024401995
2021-07-06 13:05:01,2021-07-06 13:06:19,0.37,0.0,-73.99991742024712,40.74842755506572,-73.99991742024712,40.74842755506572,0.0
2021-07-24 00:12:38,2021-07-24 00:21:52,2.48,2.76,-73.99089626184735,40.71893835938027,-73.99697141558364,40.74227862901228,2.6453222166095864
